0, 35
1, 17
2, 20
3, 80
4, 65
5, 125
6, 110
7, 95
8, 155
9, 140
10, 185
11, 170
12, 230
13, 215
14, 200
15, 260
16, 245
18, 305
19, 275
21, 277
22, 276
23, 284
24, 285
25, 280
26, 281
27, 286
28, 287
29, 278
30, 279
31, 282
32, 283
33, 288
34, 289
36, 307
37, 306
38, 314
39, 315
40, 310
41, 311
42, 316
43, 317
44, 308
45, 309
46, 312
47, 313
48, 318
49, 319
50, 304
51, 302
52, 300
53, 303
54, 298
55, 301
56, 296
57, 297
58, 294
59, 299
60, 292
61, 295
62, 291
63, 293
64, 290
66, 247
67, 246
68, 254
69, 255
70, 250
71, 251
72, 256
73, 257
74, 248
75, 249
76, 252
77, 253
78, 258
79, 259
81, 262
82, 261
83, 269
84, 270
85, 265
86, 266
87, 271
88, 272
89, 263
90, 264
91, 267
92, 268
93, 273
94, 274
96, 202
97, 201
98, 209
99, 210
100, 205
101, 206
102, 211
103, 212
104, 203
105, 204
106, 207
107, 208
108, 213
109, 214
111, 217
112, 216
113, 224
114, 225
115, 220
116, 221
117, 226
118, 227
119, 218
120, 219
121, 222
122, 223
123, 228
124, 229
126, 232
127, 231
128, 239
129, 240
130, 235
131, 236
132, 241
133, 242
134, 233
135, 234
136, 237
137, 238
138, 243
139, 244
141, 172
142, 171
143, 179
144, 180
145, 175
146, 176
147, 181
148, 182
149, 173
150, 174
151, 177
152, 178
153, 183
154, 184
156, 187
157, 186
158, 194
159, 195
160, 190
161, 191
162, 196
163, 197
164, 188
165, 189
166, 192
167, 193
168, 198
169, 199
