0, 83
1, 17
2, 20
3, 272
4, 209
5, 461
6, 398
7, 335
8, 587
9, 524
10, 713
11, 650
12, 902
13, 839
14, 776
15, 1028
16, 965
18, 1217
19, 1091
21, 1097
22, 1096
23, 1095
24, 1094
25, 1093
26, 1092
27, 1140
28, 1141
29, 1128
30, 1129
31, 1142
32, 1143
33, 1118
34, 1119
35, 1130
36, 1131
37, 1144
38, 1145
39, 1110
40, 1111
41, 1120
42, 1121
43, 1132
44, 1133
45, 1146
46, 1147
47, 1104
48, 1105
49, 1112
50, 1113
51, 1122
52, 1123
53, 1134
54, 1135
55, 1148
56, 1149
57, 1100
58, 1101
59, 1106
60, 1107
61, 1114
62, 1115
63, 1124
64, 1125
65, 1136
66, 1137
67, 1150
68, 1151
69, 1098
70, 1099
71, 1102
72, 1103
73, 1108
74, 1109
75, 1116
76, 1117
77, 1126
78, 1127
79, 1138
80, 1139
81, 1152
82, 1153
84, 1223
85, 1222
86, 1221
87, 1220
88, 1219
89, 1218
90, 1266
91, 1267
92, 1254
93, 1255
94, 1268
95, 1269
96, 1244
97, 1245
98, 1256
99, 1257
100, 1270
101, 1271
102, 1236
103, 1237
104, 1246
105, 1247
106, 1258
107, 1259
108, 1272
109, 1273
110, 1230
111, 1231
112, 1238
113, 1239
114, 1248
115, 1249
116, 1260
117, 1261
118, 1274
119, 1275
120, 1226
121, 1227
122, 1232
123, 1233
124, 1240
125, 1241
126, 1250
127, 1251
128, 1262
129, 1263
130, 1276
131, 1277
132, 1224
133, 1225
134, 1228
135, 1229
136, 1234
137, 1235
138, 1242
139, 1243
140, 1252
141, 1253
142, 1264
143, 1265
144, 1278
145, 1279
146, 1216
147, 1214
148, 1212
149, 1210
150, 1208
151, 1206
152, 1204
153, 1215
154, 1202
155, 1213
156, 1200
157, 1201
158, 1190
159, 1211
160, 1198
161, 1199
162, 1188
163, 1189
164, 1180
165, 1209
166, 1196
167, 1197
168, 1186
169, 1187
170, 1178
171, 1179
172, 1172
173, 1207
174, 1194
175, 1195
176, 1184
177, 1185
178, 1176
179, 1177
180, 1170
181, 1171
182, 1166
183, 1205
184, 1192
185, 1193
186, 1182
187, 1183
188, 1174
189, 1175
190, 1168
191, 1169
192, 1164
193, 1165
194, 1162
195, 1203
196, 1160
197, 1191
198, 1159
199, 1181
200, 1158
201, 1173
202, 1157
203, 1167
204, 1156
205, 1163
206, 1155
207, 1161
208, 1154
210, 971
211, 970
212, 969
213, 968
214, 967
215, 966
216, 1014
217, 1015
218, 1002
219, 1003
220, 1016
221, 1017
222, 992
223, 993
224, 1004
225, 1005
226, 1018
227, 1019
228, 984
229, 985
230, 994
231, 995
232, 1006
233, 1007
234, 1020
235, 1021
236, 978
237, 979
238, 986
239, 987
240, 996
241, 997
242, 1008
243, 1009
244, 1022
245, 1023
246, 974
247, 975
248, 980
249, 981
250, 988
251, 989
252, 998
253, 999
254, 1010
255, 1011
256, 1024
257, 1025
258, 972
259, 973
260, 976
261, 977
262, 982
263, 983
264, 990
265, 991
266, 1000
267, 1001
268, 1012
269, 1013
270, 1026
271, 1027
273, 1034
274, 1033
275, 1032
276, 1031
277, 1030
278, 1029
279, 1077
280, 1078
281, 1065
282, 1066
283, 1079
284, 1080
285, 1055
286, 1056
287, 1067
288, 1068
289, 1081
290, 1082
291, 1047
292, 1048
293, 1057
294, 1058
295, 1069
296, 1070
297, 1083
298, 1084
299, 1041
300, 1042
301, 1049
302, 1050
303, 1059
304, 1060
305, 1071
306, 1072
307, 1085
308, 1086
309, 1037
310, 1038
311, 1043
312, 1044
313, 1051
314, 1052
315, 1061
316, 1062
317, 1073
318, 1074
319, 1087
320, 1088
321, 1035
322, 1036
323, 1039
324, 1040
325, 1045
326, 1046
327, 1053
328, 1054
329, 1063
330, 1064
331, 1075
332, 1076
333, 1089
334, 1090
336, 782
337, 781
338, 780
339, 779
340, 778
341, 777
342, 825
343, 826
344, 813
345, 814
346, 827
347, 828
348, 803
349, 804
350, 815
351, 816
352, 829
353, 830
354, 795
355, 796
356, 805
357, 806
358, 817
359, 818
360, 831
361, 832
362, 789
363, 790
364, 797
365, 798
366, 807
367, 808
368, 819
369, 820
370, 833
371, 834
372, 785
373, 786
374, 791
375, 792
376, 799
377, 800
378, 809
379, 810
380, 821
381, 822
382, 835
383, 836
384, 783
385, 784
386, 787
387, 788
388, 793
389, 794
390, 801
391, 802
392, 811
393, 812
394, 823
395, 824
396, 837
397, 838
399, 845
400, 844
401, 843
402, 842
403, 841
404, 840
405, 888
406, 889
407, 876
408, 877
409, 890
410, 891
411, 866
412, 867
413, 878
414, 879
415, 892
416, 893
417, 858
418, 859
419, 868
420, 869
421, 880
422, 881
423, 894
424, 895
425, 852
426, 853
427, 860
428, 861
429, 870
430, 871
431, 882
432, 883
433, 896
434, 897
435, 848
436, 849
437, 854
438, 855
439, 862
440, 863
441, 872
442, 873
443, 884
444, 885
445, 898
446, 899
447, 846
448, 847
449, 850
450, 851
451, 856
452, 857
453, 864
454, 865
455, 874
456, 875
457, 886
458, 887
459, 900
460, 901
462, 908
463, 907
464, 906
465, 905
466, 904
467, 903
468, 951
469, 952
470, 939
471, 940
472, 953
473, 954
474, 929
475, 930
476, 941
477, 942
478, 955
479, 956
480, 921
481, 922
482, 931
483, 932
484, 943
485, 944
486, 957
487, 958
488, 915
489, 916
490, 923
491, 924
492, 933
493, 934
494, 945
495, 946
496, 959
497, 960
498, 911
499, 912
500, 917
501, 918
502, 925
503, 926
504, 935
505, 936
506, 947
507, 948
508, 961
509, 962
510, 909
511, 910
512, 913
513, 914
514, 919
515, 920
516, 927
517, 928
